text,news_link,outlet,topic,type,label,label_opinion,biased_words
Here’s why the fear of medical bankruptcy could make the spread of coronavirus even worse in the US,https://www.alternet.org/2020/02/heres-why-the-fear-of-medical-bankruptcy-could-make-the-spread-of-coronavirus-even-worse-in-the-us/,Alternet,universal health care,left,1,No agreement,['bankruptcy']
Suicide hotlines are overwhelmed. Unemployment is skyrocketing. Women and children in abusive relationships are stuck at home in a nightmare situation with their abusers. Alcohol sales are through the roof. Foster kids have nowhere to go to be loved and cared for.,https://thefederalist.com/2020/05/22/our-coronavirus-response-is-making-us-lose-our-humanity/,Federalist,coronavirus,right,1,Somewhat factual but also opinionated,"['skyrocketing', 'nightmare']"
"But instead of closing loopholes that allow criminals to access firearms, the bill by House Democrats could turn millions of law-abiding American gun owners into felons.",https://www.foxnews.com/opinion/dem-gun-bill-threatens-to-turn-gun-owners-into-criminals,Federalist,gun-control,right,1,No agreement,[]
"DeVos, like all Trump administration officials, is a Clue-caricature villain.",https://www.alternet.org/2020/06/betsy-devos-changes-rule-to-funnel-more-than-1-billion-of-covid-19-relief-to-private-schools/,Alternet,marriage-equality,nan,1,Expresses writer’s opinion,"['Clue-caricature', 'villain']"
"The Woke Taliban have declared the anti-racism of colorblindness racism, but we hicks don’t subscribe to that nonsense — and never will.",http://feedproxy.google.com/~r/breitbart/~3/BJ1kaxED9IQ/,Breitbart,marriage-equality,nan,1,Expresses writer’s opinion,"['Woke', 'Taliban', 'nonsense']"
"The coronavirus pandemic, enabled and accelerated by Donald Trump, has killed more than 60,000 Americans. ",https://feeds.feedblitz.com/~/622896896/0/alternet_all~How-do-we-escape-the-%e2%80%98death-economy%e2%80%99/,Alternet,taxes,left,1,Somewhat factual but also opinionated,[]
"Trump, who opted against giving a Super Bowl pregame interview last year, made several eyebrow-raising remarks during his interview with host Margaret Brennan, touching on topics including his plan to withdraw U.S. troops from Syria and whether he would let his 12-year-old son play football.",https://www.huffingtonpost.ca/entry/trump-super-bowl-interview-2019-cbs_n_5c57054de4b09293b2051ef9?ncid=other_twitter_cooo9wqtham&utm_campaign=share_twitter,HuffPost,sport,left,1,Somewhat factual but also opinionated,"['eyebrow-raising', 'remarks']"
"Research shows that police brutality has health consequences for individuals who are victimized, and that those who live in disproportionately policed communities have poor health.",http://rssfeeds.usatoday.com/~/318137994/0/usatoday-newstopstories~How-to-dismantle-racism-and-prevent-police-brutality/,USA Today,white-nationalism,nan,1,nan,nan
"There were many reasons that Trump defeated Clinton in 2016, and sexism was surely among them. ",https://www.alternet.org/2019/04/of-course-a-woman-can-beat-trump/,Alternet,gender,left,1,Expresses writer’s opinion,['sexism']
"Not only do most U.S. workers not have that luxury – 29% have the option to work remotely, according to Labor Department data – many have frontline exposure to the virus because their jobs put them in front of people.",https://eu.usatoday.com/story/news/nation/2020/03/05/coronavirus-nurses-airport-employees-cant-work-home-worry-spread/4946660002/,USA Today,coronavirus,center,0,No agreement,[]
"Tuesday's nominating contests in New York, Kentucky and several other states pitted establishment Democrats against challengers pushing for sweeping change after the May 25 death of George Floyd, a Black man, while in Minneapolis police custody.",https://uk.mobile.reuters.com/article/amp/idUKKBN23V2LZ,Reuters,black lives matter,center,0,Entirely factual,[]
"Michael Mann, arguably the world’s no. 1 climate alarmist, goes on to make proclamations that only a publication as ideologically compromised as the Guardian would think to publish.",https://www.breitbart.com/environment/2020/01/02/leading-climate-alarmist-freaks-out-over-australia-bushfires/?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+breitbart+%28Breitbart+News%29,Breitbart,environment,right,1,No agreement,"['alarmist', 'compromised', 'ideologically']"
"Having a baby is hard, caring for a baby is hard, going back to work after a leave is hard but a few weeks of salary is not worth killing your baby for.",https://thefederalist.com/2020/03/11/woman-who-killed-baby-over-maternity-leave-proves-welfare-wont-fix-abortion/?fbclid=IwAR2SBE3O9KtpsqJvMCIeSlk4Zeqn3oexJevVoXUhDpKszW_VHrTEMBiewaw,Federalist,abortion,right,1,Expresses writer’s opinion,"['killing', 'your', 'baby']"
"A surge in people buying guns since the coronavirus pandemic began has flooded the FBI’s background check system, causing a spike in the number of delayed checks and allowing gun sales to proceed without them, FBI data disclosed on Tuesday showed.",https://www.reuters.com/article/usa-guns-fbi/spiking-us-gun-sales-deluge-fbis-background-check-system-cause-delays-idUSL8N2GB5RA,Reuters,gun control,center,0,Entirely factual,[]
"Some party leaders, including House Speaker Nancy Pelosi, have warned that the focus on Medicare for All could cost Democrats with swing voters next year.",https://www.reuters.com/article/us-usa-election-debate-healthcare/healthcare-tangles-in-democratic-white-house-race-could-carry-risk-in-2020-polls-show-idUSKBN1XU16M?feedType=RSS&feedName=topNews,Reuters,universal health care,center,0,Entirely factual,[]
"U.S. Senator Elizabeth Warren, who has emerged as a top contender to challenge Republican President Donald Trump, has faced criticism from moderate rivals including former Vice President Joe Biden over her Medicare for All proposal, which would eventually eliminate most private insurance in favor of a government-run plan.",https://www.reuters.com/article/us-usa-election-debate-healthcare/healthcare-tangles-in-democratic-white-house-race-could-carry-risk-in-2020-polls-show-idUSKBN1XU16M?feedType=RSS&feedName=topNews,Reuters,universal health care,center,0,Entirely factual,[]
"Elizabeth Warren has recalibrated her rhetoric on Medicare for All, as concerns about her support for replacing private insurance with a government-run plan continue to buffet her once-surging Democratic presidential campaign.",https://www.reuters.com/article/us-usa-election-warren/seeking-fresh-momentum-democrat-warren-recalibrates-medicare-for-all-rhetoric-idUSKBN1YM2KY?feedType=RSS&feedName=topNews,Reuters,universal health care,center,0,Entirely factual,[]
"Thousands of asylum seekers crammed in border towns near the Texas-Mexico border awaiting U.S. immigration hearings are at risk of dying from coronavirus because of poor health access and unsafe conditions, advocates say.",https://eu.usatoday.com/story/news/nation/2020/03/17/us-border-could-hit-hard-coronavirus-migrants-wait-mexico/5062446002/,USA Today,immigration,center,1,Entirely factual,['crammed']
Trump’s latest anti-China barb came as new figures showed 30 million Americans have lost their jobs during lockdown.,https://www.breitbart.com/news/trump-says-evidence-ties-china-lab-to-virus-threatens-tariffs-2/,Breitbart,international-politics-and-world-news,right,1,Somewhat factual but also opinionated,"['anti-China', 'barb']"
Muslim communities were the first to feel Donald Trump’s assault on Black and brown communities in this country with his vile Muslim ban.,https://feeds.feedblitz.com/~/630981963/0/usatoday-newstopstories~Joe-Biden-vows-to-abolish-vile-Muslim-travel-ban-on-Day-if-elected-president/,USA Today,islam,nan,1,Expresses writer’s opinion,['vile']
"Just off the top of my head, CNN is already filled with useless and uninteresting Never Trump deadwood.",https://www.breitbart.com/the-media/2019/01/15/nolte-cnn-hiring-john-kasich-another-never-trump-payoff/?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+breitbart+%28Breitbart+News%29,Breitbart,gun-control,right,1,Expresses writer’s opinion,"['useless', 'uninteresting', 'deadwood']"
"Whether it is due to gaffes, his inability to complete some sentences, or lack of knowledge on a subject, Biden has proven that interviews are not for him and the media has covered accordingly.",https://thefederalist.com/2020/09/04/50-questions-no-reporter-dare-asks-joe-biden-and-his-campaign/,Federalist,vaccine,nan,1,Expresses writer’s opinion,"['gaffes', 'inability']"
Trump has shown at best a hazy grasp of his actual powers during his presidency and instead has made broad statements about his authority under the Constitution.,https://www.huffpost.com/entry/trump-fascist-reelection-authoritarianism_n_5ed816e5c5b6c0b2f10e5775,HuffPost,trump-presidency,left,1,No agreement,"['hazy', 'grasp']"
Black Lives Matter Philadelphia organizer proposes five-year plan to abolish police,https://www.foxnews.com/us/black-lives-matter-philadelphia-leader-abolish-police,Fox News,marriage-equality,nan,0,Entirely factual,[]
"These [policies] include creating collective ownership in black communities, instituting reparations including for illegal aliens, defunding the police, and “disrupt[ing] the Western-prescribed nuclear family structure.”",https://thefederalist.com/2020/07/03/if-you-really-believe-black-lives-matter-stop-supporting-black-lives-matter/,Federalist,marriage-equality,nan,1,Expresses writer’s opinion,"['illegal', 'aliens']"
"Even after climton's loss in 2016, the network tried desperately to drag her back into the spotlight, to juice up its long-running narrative that she’s a an all-powerful force of marauding feminist evil, which viewers embrace with lust.",https://www.alternet.org/2019/04/fox-news-is-doing-to-ilhan-omar-and-alexandria-ocasio-cortez-exactly-what-it-did-to-hillary-clinton/,Alternet,gender,left,1,Expresses writer’s opinion,"['juice', 'up', 'marauding', 'feminist', 'evil', 'desperately']"
"Biden re-nominated Shogan to the position in January, just days before the public learned that the current president was embroiled in his own classified documents scandal.",https://www.foxnews.com/politics/hawley-slams-biden-nominee-stonewalling-past-tweets-unbelievable,Fox News,elections-2020,nan,0,nan,nan
"This prohibition is but the first portion of the implementation of I-1639, the gun control initiative pushed by millionaires and billionaires and passed by voters on November 6, 2018.",https://www.breitbart.com/politics/2019/01/02/washington-state-bars-18-20-year-olds-from-semiautomatic-rifle-purchases/?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+breitbart+%28Breitbart+News%29,Breitbart,gun-control,right,0,Somewhat factual but also opinionated,[]
"However, this intentionally cruel right-wing political maneuver is so unpopular -- especially today -- that there was no trumpeting of the legal filing by the White House to strike Obamacare. ",https://feeds.feedblitz.com/~/629240450/0/alternet_all~The-GOP%e2%80%99s-grotesque-plan-to-cope-with-COVID/,Alternet,universal health care,left,1,Expresses writer’s opinion,"['cruel', 'trumpeting']"
What’s needed at PNW is new leadership—both at the chancellor level as well as at the Board of Trustees level.,https://www.thedailybeast.com/refusing-to-forgive-institutional-racism-is-not-cancel-culture,The Daily Beast,white-nationalism,nan,0,nan,nan
These freakish people are laying in wait to strike you with a new extreme lockdown and a biology-altering vaccine.,https://dailystormer.su/deranged-freak-bill-gates-laments-that-people-will-have-a-choice-in-taking-his-vaccine/,Daily Stormer,vaccine,nan,1,Expresses writer’s opinion,"['freakish', 'biology-altering']"
"It seems that there is only one thing The New York Times is more afraid of than the Coronavirus, and that of course is a victory by Donald Trump in November.",https://thefederalist.com/2020/08/03/the-new-york-times-is-scaremongering-on-the-covid-vaccine/,Federalist,vaccine,nan,1,Expresses writer’s opinion,[]
"The picture that emerges is of a system of staggering complexity, riddled with obstacles and cracks, that prioritizes babies over mothers, thwarts women at every turn, frustrates doctors and midwives, and incentivizes substandard care.",https://www.alternet.org/2019/12/the-extraordinary-danger-of-being-pregnant-and-uninsured-in-texas/,Alternet,abortion,left,0,Expresses writer’s opinion,[]
"He pointed out, in blunt and colorful language, that economic suicide in pursuit of the latter goal is insanity. His video went viral.",https://thefederalist.com/2020/05/18/how-you-can-help-roll-back-the-coronavirus-police-state/,Federalist,coronavirus,right,1,Somewhat factual but also opinionated,['blunt']
"Even if Trump is “unraveling” as Never Trumpers are wont to claim, his supporters won’t disappear on November 4th. George Will and the leftists many Never Trumpers now ally themselves with must reconcile their perception of the American people with reality.",https://thefederalist.com/2020/06/05/end-trump-presidency-not-a-chance/,Federalist,trump-presidency,right,1,Expresses writer’s opinion,"['leftists', 'Never', 'Trumpers']"
Joe Biden visited a Black Lives Matter protest site in Delaware as Trump rages on Twitter against demonstrators,https://www.msn.com/en-us/news/politics/joe-biden-visited-a-black-lives-matter-protest-site-in-delaware-as-trump-rages-on-twitter-against-demonstrators/ar-BB14R0GY,MSNBC,blm,nan,0,Entirely factual,[]
"The open letter — Millionaires Against Pitchforks — has been released to coincide with the orgy of virtue-signalling by the globalist elite at the World Economic Forum in Davos, Switzerland.",https://www.breitbart.com/entertainment/2020/01/23/simon-pegg-tax-the-rich-to-save-the-world/?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+breitbart+%28Breitbart+News%29,Breitbart,middle-class,right,1,Expresses writer’s opinion,"['orgy', 'virtue-signalling']"
"Donald Trump has spun a cult of personality around himself, aided by a wholly complicit Republican Party now under his complete control.",https://www.alternet.org/2020/08/were-living-with-a-cult-of-personality-and-that-personality-is-sociopathic/,Alternet,black lives matter,left,0,Expresses writer’s opinion,['cult']
Trump's nomination of Amy Coney Barrett: Another step toward Christian fascism,https://www.alternet.org/2020/10/trumps-nomination-of-amy-coney-barrett-another-step-toward-christian-fascism/,Alternet,islam,nan,1,Expresses writer’s opinion,['fascism']
"The bill would also provide a massive giveaway to the many technology, banking, insurance, and staffing companies that have replaced a huge number of U.S. graduates with large blocs of compliant Indian and Chinese graduates.",https://www.breitbart.com/politics/2020/03/23/democrats-push-foreign-graduates-first-clause-in-coronavirus-bill/,Breitbart,coronavirus,right,1,Expresses writer’s opinion,"['massive', 'compliant']"
"Yet the gender ideology is rapidly gaining power, aided by huge donations from wealthy individuals and medical companies.",https://www.breitbart.com/politics/2019/02/21/transgenderism-a-mans-penis-can-be-a-female-penis/?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+breitbart+%28Breitbart+News%29,Breitbart,gender,right,1,Somewhat factual but also opinionated,['ideology']
It took President Donald Trump only 11 days in office to decide that Colorado's Neil Gorsuch deserved a lifetime appointment to the Supreme Court.,http://rssfeeds.usatoday.com/~/627605154/0/usatoday-newstopstories~Ruling-on-LGBTQ-rights-once-again-reveals-precarious-nature-of-Supreme-Courts-conservative-majority/,USA Today,islam,nan,0,Entirely factual,[]
The ACLU and other groups sued last year in San Francisco federal court on behalf of 11 migrants challenging the asylum policy.,https://www.nbcnews.com/news/us-news/guatemalan-seeking-asylum-sues-u-s-reunite-family-n1111496?cid=public-rss_20200106,MSNBC,immigration,left,0,Entirely factual,[]
"The proposed agreement with the European Commission would be the largest initial order of doses for Pfizer and BioNTech to date, they said.",nan,Reuters,vaccine,nan,0,Entirely factual,[]
Members of President Donald Trump’s coronavirus task force briefed reporters Tuesday on the successful efforts toward containing the coronavirus but warned that it would likely become a global pandemic.,https://www.breitbart.com/politics/2020/02/25/center-for-disease-control-warns-of-coronavirus-pandemic-not-if-but-when-more-americans-infected/,Breitbart,vaccine,nan,0,Entirely factual,[]
"Now that most of America has begun opening back up without the predicted spikes in coronavirus and Joe Biden has left his basement bunker, Americans are remembering that there’s an election going on. As normalcy quickly returns some places, so to has the battle for 1600 Pennsylvania Avenue.",https://thefederalist.com/2020/05/26/the-mask-is-now-the-political-symbol-of-2020/,Federalist,elections-2020,right,1,Somewhat factual but also opinionated,"['basement', 'bunker']"
"Bush, who has largely avoided politics since leaving office in 2009, has recently weighed in on the Chinese coronavirus pandemic and the death of George Floyd — and while neither statement mentioned President Trump by name, they were regarded as veiled swipes at his handling of both matters.",https://www.breitbart.com/2020-election/2020/06/06/report-george-w-bush-mitt-romney-wont-support-trumps-re-election/,Breitbart,trump-presidency,right,1,Somewhat factual but also opinionated,"['Chinese', 'veiled', 'swipes', 'chinese']"
"Yet every nation except Mongolia and Greenland recorded dozens to thousands of deaths no matter what they tried, even socialist systems with draconian lockdowns like Italy (684.63 deaths per million), Spain (830.57), and the United Kingdom (722.45).",https://thefederalist.com/2020/11/13/no-chris-hayes-trump-isnt-responsible-for-covid-19-slaughter/,Federalist,vaccine,nan,1,Somewhat factual but also opinionated,"['draconian', 'socialist']"
"Democrat Stacey Abrams, who lost the 2018 gubernatorial election in Georgia and now runs a voters right organization, praised South Korea’s recent vote-by-mail election at the hearing.",https://www.breitbart.com/politics/2020/06/03/fitton-true-voter-suppression-is-telling-americans-they-may-die-from-coronavirus-if-they-vote-in-person/,Breitbart,elections-2020,right,0,Entirely factual,[]
The sharp reductions documented in carbon emissions and air pollution caused by coronavirus-related lockdowns have offered a sort of preview of the kind of improvements that can be made when drastic action is taken.,https://www.nbcnews.com/science/environment/coronavirus-lockdowns-have-sent-pollution-plummeting-environmentalists-worry-about-what-n1178326?cid=public-rss_20200407,MSNBC,environment,left,0,Entirely factual,[]
"For Sens. Elizabeth Warren, D-Mass., Bernie Sanders, I-Vt., and others on the stage, it is to put the final bullet in what is left of the free market in health care.",https://www.foxnews.com/opinion/jim-breslo-health-care-for-all,Fox News,universal health care,nan,1,nan,nan
"We also need to figure out how people are dealing with it, and how we can make that better.”",https://www.thedailybeast.com/climate-disaster-trauma-is-rewiring-our-brains-into-something-alarmingly-worse,The Daily Beast,environment,nan,0,nan,nan
Lawmakers who claim to care about women’s emotional health would do better to listen to the hundreds of thousands of women who seek abortion care every year and know it is the right decision.,https://www.alternet.org/2020/01/debunking-the-abortion-regret-narrative-data-shows-women-99-percent-of-women-feel-relief-over-their-decision/,Alternet,abortion,left,1,Expresses writer’s opinion,['claim']
"Friday, a legal services organization at Yale Law School sent a letter to the high court urging that the administration's decision to terminate DACA should be blocked in light of the pandemic.",https://eu.usatoday.com/story/news/politics/2020/03/30/dreamers-wake-up-call-pandemic-puts-daca-recipients-front-lines/2935336001/,USA Today,immigration,center,0,Entirely factual,[]
"Trump, whose first rally of the coronavirus pandemic on Saturday in Tulsa, Oklahoma, drew fewer supporters than expected and was seen as exposing weaknesses in his campaign, pushed a law-and-order theme in Phoenix before a cheering audience of several-thousand young people.",https://www.reuters.com/article/us-usa-trump/trump-visits-arizona-amid-increase-in-coronavirus-cases-polling-worries-idUSKBN23U2YS,Reuters,blm,nan,0,Entirely factual,[]
Trump's 'task force' performance is an act -- he's still the same psychotic monster he always was,https://feeds.feedblitz.com/~/620165070/0/alternet_all~Trump%e2%80%99s-%e2%80%98task-force%e2%80%99-performance-is-an-act-%e2%80%94-he%e2%80%99s-still-the-same-psychotic-monster-he-always-was/,Alternet,vaccine,nan,1,Expresses writer’s opinion,"['psychotic', 'monster', 'act']"
Hungary’s parliament has passed a declaration against signing the Istanbul Convention on preventing and combating violence against women because it smuggles in provisions declaring gender a “social construct” and allowing “gender-based asylum claims”.,http://feedproxy.google.com/~r/breitbart/~3/Ifs6YPIxb7o/,Breitbart,marriage-equality,nan,1,Somewhat factual but also opinionated,"['""social', 'construct""']"
"Yet the drumbeat for censorship goes on as the politicians whose ideas find favor with the mainstream media want to make sure theirs are the only ideas you ever get to hear. Today it will be about money, but only because money is the means to spread ideas.",https://thefederalist.com/2020/03/11/mike-bloombergs-flameout-proves-billions-cant-buy-elections/,Federalist,elections-2020,right,0,Expresses writer’s opinion,[]
"Joe Biden, who has been content to sit in the basement thus far, now has to play some offense, and he has two big chances to do it.",https://thefederalist.com/2020/08/10/trump-surges-in-the-polls-ahead-of-conventions/,Federalist,vaccine,nan,1,Somewhat factual but also opinionated,['content']
"But it's also true that high-profile travesties of justice, such as the one Senate Republicans are currently preparing to commit, can often provoke major political backlash. ",https://www.alternet.org/2020/01/trump-may-not-be-removed-by-the-senate-but-hes-still-terrified-of-his-trial-heres-why/,Alternet,black lives matter,left,1,Expresses writer’s opinion,"['travesties', 'high-profile']"
"Yet Biden finds himself in an increasingly competitive race with Sanders, the U.S. senator who came close to winning the 2016 Nevada caucus and finds support with some of the same voters.",https://www.reuters.com/article/us-usa-election-biden/democratic-presidential-hopeful-biden-aims-to-keep-nevada-on-his-side-idUSKBN1ZA0VG?feedType=RSS&feedName=topNews,Reuters,blm,nan,0,Entirely factual,[]
"Providing health care to illegal aliens has become a widely supported plan among elected Democrats, while the overwhelming majority of Americans oppose it.",http://feedproxy.google.com/~r/breitbart/~3/0tctUUU8Vao/,Breitbart,universal health care,right,1,Somewhat factual but also opinionated,"['illegal', 'aliens', 'overwhelming']"
"The U.S. states of Texas and Ohio have ordered abortions be postponed as non-essential procedures to free up resources to fight coronavirus, a move critics said on Tuesday was political.",nan,Reuters,abortion,center,0,Entirely factual,[]
A Trump-loving white security guard with a racist past shot and killed an unarmed Black man during an unprovoked hotel parking lot attack.,https://www.alternet.org/2020/06/trump-loving-security-guard-who-gunned-down-a-black-man-in-tulsa-had-history-of-racism-report/,Alternet,black lives matter,left,1,Somewhat factual but also opinionated,"['racist', 'Trump-loving']"
"Cops are to blame for much of this mayhem. Video clips show them wildly out of control, inciting violence and inflicting it, instead of defusing and preventing it.",https://feeds.feedblitz.com/~/626496194/0/alternet_all~%e2%80%98Light-%e2%80%99em-up%e2%80%99-With-warrior-cops-America%e2%80%99s-forever-wars-in-distant-lands-have-now-come-home/,Alternet,gun control,left,1,Expresses writer’s opinion,"['mayhem', 'wildly']"
"President Donald Trump has been doubling down on his love of tariffs this week, vowing to increase tariffs on Chinese imports.",https://www.alternet.org/2019/05/revealed-the-stunning-annual-costs-of-trumps-steel-and-aluminum-tariffs-on-us-consumers-and-businesses/,Alternet,international-politics-and-world-news,left,1,Somewhat factual but also opinionated,['love']
"Donald Trump is not an ideas man. This has been a defining feature of his presidency. He’s not a learned policy wonk, understanding the complex nuances of law and governance. He is, at his core, just a former game show host and a con man.",https://www.alternet.org/2020/06/trump-was-asked-how-to-restore-black-americans-trust-in-police-but-he-could-only-talk-about-himself/,Alternet,trump-presidency,left,1,Expresses writer’s opinion,"['game', 'show', 'host', 'con', 'man', 'wonk']"
"In a roughly 10-minute speech, Biden celebrated his Super Tuesday wins and hit on talking points including affordable health care, access to rural health care, climate change, gun control and reducing student loan debt.",https://www.alternet.org/2020/03/joe-biden-talks-health-care-gun-control-over-sound-of-protesters-at-st-louis-event/,Alternet,gun control,left,1,Entirely factual,[]
"He has been critical of illegal aliens, but not immigrants in general. Weaver nonetheless implies Trump is somehow responsible.",https://www.breitbart.com/2020-election/2019/08/06/bernie-sanders-campaign-dont-blame-us-for-dayton-blame-trump-for-el-paso/,Breitbart,white-nationalism,right,1,Somewhat factual but also opinionated,"['illegal', 'aliens']"
A report showed at least 150 neighbourhoods across the country were “held” by Islamist radicals.,http://feedproxy.google.com/~r/breitbart/~3/WTZNjlZIQq4/,Breitbart,islam,nan,1,Somewhat factual but also opinionated,"['Islamist', 'radicals', '""held""']"
"Despite a clear margin of victory for Biden, Trump has refused to concede.",https://www.reuters.com/article/us-usa-election-vaccine/trumps-vaccine-team-will-not-brief-biden-administration-u-s-senator-idUSKBN27Z2UA,Reuters,vaccine,nan,0,Entirely factual,[]
"But the new restrictions on H-2A visas could leave West Coast farmers in the lurch just as they are preparing to harvest lettuce, cabbage, broccoli, celery and strawberries, said Dave Puglia, president and CEO of the Western Growers Association.",https://www.nbcnews.com/news/us-news/u-s-restricts-visas-farmworkers-raising-concerns-about-food-supply-n1164216?cid=public-rss_20200319,MSNBC,immigration,left,0,Entirely factual,[]
Michael Kranish of the Washington Post also published a lengthy article detailing Bloomberg’s verbal diarrhea when it came to expressing his uglier views on women. ,https://www.alternet.org/2020/02/if-democrats-nominate-mike-bloomberg-we-deserve-4-more-years-of-trump/,Alternet,black lives matter,left,1,No agreement,"['uglier', 'verbal', 'diarrhea']"
At least six women accused Franken of groping and other unwelcome conduct according to a Senate ethics panel's preliminary investigation.,http://rssfeeds.usatoday.com/~/506932676/0/usatodaycomnation-topstories~Live-stream-Sen-Al-Franken-addresses-calls-to-step-down-amid-sexual-harassment-allegations/,USA Today,#metoo,nan,1,nan,nan
"The retail holiday, Black Friday, saw protests in a long list of countries -- including France, Germany, the United States -- with some activists entering stores and others holding mock funerals.",https://www.foxnews.com/world/climate-protesters-black-friday.amp?cmpid=prn_newsstand,Fox News,environment,right,0,Entirely factual,[]
"While the press had no problem regurgitating the propaganda Ben Rhodes created in the D.C. echo chamber to sell President Obama’s 2015 disastrous Iran deal, with Trump corporate media has opted to limit coverage of Iran’s horrific human rights abuses.",https://thefederalist.com/2020/08/17/7-big-stories-corporate-media-is-ignoring-because-the-truth-might-help-trump/,Federalist,vaccine,nan,1,Somewhat factual but also opinionated,"['propaganda', 'disastrous', 'horrific', 'abuses', 'echo', 'chamber', 'sell']"
"Last week, Iran’s prosecutor general, Mohammad Jafar Montazeri, ordered a judicial investigation into the incidents.",https://www.theguardian.com/world/2023/feb/28/iran-schoolgirls-hospital-poisoning-pardis-qom,The Guardian,islam,nan,0,nan,nan
"The highest income 0.1% of households—those making more than $3 million annually—will get tax cuts to the tune of $198,000 if the law is completely overturned, the Tax Policy Center estimates. ",https://www.alternet.org/2020/07/of-course-theres-a-massive-tax-cut-for-the-super-rich-included-in-trumps-obamacare-lawsuit/,Alternet,universal health care,left,0,Entirely factual,[]
The American president’s threat to reverse that decision and impose the metals tariffs is the latest example of his mercurial approach to trade policy.,https://www.breitbart.com/economy/2019/12/02/u-s-considers-tariffs-on-2-4-billion-in-french-products-over-digital-tax/?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+breitbart+%28Breitbart+News%29,Breitbart,international-politics-and-world-news,right,1,Somewhat factual but also opinionated,['mercurial']
"Appearing on CNN early Saturday morning national security expert Juliette Kayyem expressed frustration with Donald Trump after watching a clip of his contentious press conference from Friday, saying he is still not doing enough to contain the coronavirus pandemic spread.",https://feeds.feedblitz.com/~/620136458/0/alternet_all~Trump-slammed-by-national-security-expert-for-more-pandemic-bungling-%e2%80%98You-don%e2%80%99t-fight-a-war-through-charity-and-tweets%e2%80%99/,Alternet,vaccine,nan,0,Entirely factual,[]
"China announced retaliatory sanctions Monday against U.S. officials and entities, including Sen. Marco Rubio, R-Fla., after Washington sanctioned senior Chinese officials who it claimed are responsible for mass detentions, religious persecution and forced sterilization against Muslim Uighur minorities in China's Xinjiang province.",http://rssfeeds.usatoday.com/~/630190161/0/usatoday-newstopstories~China-sanctions-US-lawmakers-including-Marco-Rubio-Ted-Cruz-over-Xinjiang/,USA Today,islam,nan,0,Entirely factual,[]
"For about five years, between 2006 and 2011, HuffPo was a hotbed bed of anti-vaccine conspiracy theorizing.",https://www.breitbart.com/the-media/2019/06/24/huffpo-to-delete-jim-carrey-jenny-mccarthy-other-anti-vaccine-posts/?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+breitbart+%28Breitbart+News%29,Breitbart,vaccines,right,1,Somewhat factual but also opinionated,['hotbed']
Students across India on Tuesday stood in solidarity against a vicious weekend attack on a prestigious New Delhi university by masked men wielding sticks that led to 40 students and staff being sent to the hospital.,http://feeds.foxnews.com/~r/foxnews/world/~3/IcgO2lGd_Qo/violent-clashes-india-civil-unrest,Fox News,international-politics-and-world-news,right,0,Entirely factual,['vicious']
"On one hand, it’s true that a female candidate would face an uphill battle against the ingrained sexism of the electorate, not to mention the vicious misogyny of Donald Trump.",https://www.alternet.org/2020/01/the-new-battle-over-sexism-hurts-both-warren-and-sanders-but-for-different-reasons/,Alternet,gender,left,1,Expresses writer’s opinion,"['ingrained', 'vicious']"
Gendron faces 27 federal charges.,https://www.reuters.com/world/us/gunman-racist-buffalo-shooting-faces-life-without-parole-sentencing-2023-02-15/,Reuters,gun-control,nan,0,nan,nan
"Today, the same propaganda is created quickly in the form of digital memes and other media that can be shared widely across the internet, she said.",https://www.nbcnews.com/feature/nbc-out/why-are-so-many-white-nationalists-virulently-anti-lgbt-n794466,MSNBC,white-nationalism,left,0,Entirely factual,[]
"The tweet comes on the heels of Trump’s hostile response to protests against racial injustice engulfing the United States following the death of Floyd, an unarmed Black man who died after a white police officer knelt on his neck for almost nine minutes in Minneapolis.",https://www.reuters.com/article/us-minneapolis-police-statues-trump/trump-takes-hard-line-on-u-s-monuments-threatens-force-against-protesters-idUSKBN23U1O8,Reuters,black lives matter,center,1,Somewhat factual but also opinionated,['hostile']
The Washington Post offers a glimpse into its woke Taliban-occupied workplace.,https://www.breitbart.com/the-media/2020/06/18/nolte-backbiting-and-blackface-the-washington-post-offers-a-glimpse-into-its-woke-taliban-occupied-workplace/,Breitbart,marriage-equality,nan,1,Expresses writer’s opinion,"['woke', 'Taliban-occupied']"
"And sure, Republicans are stupid enough to go out and get infected, doing the virus’ dirty work for it. But the economy isn’t going anywhere as long as most people, who are sane and smart, refuse to put themselves in danger for a movie or haircut.",https://www.alternet.org/2020/05/sweden-is-testing-conservatives-preferred-coronavirus-response-and-its-not-going-well/,Alternet,coronavirus,left,1,Expresses writer’s opinion,"['stupid', 'enough']"
